								Sun		Mon		Tue		Wed		Thu		Fri		Sat							
Merged-03-oct.tsv:a354d7c0-c5c0-102f-b7ff-c500c6988936	Crowne Plaza St. Louis Airport	11228 Lone Eagle Dr. 	Bridgeton	MO	63044	USA	(314) 291-6700	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	24 H	http://www.ichotelsgroup.com/h/d/sl/1/en/hotel/STLAP	http://www.yelp.com/biz/crowne-plaza-hotel-st-louis-airport-bridgeton	http://www.tripadvisor.com/Hotel_Review-g44168-d90777-Reviews-Crowne_Plaza_St_Louis_Airport-Bridgeton_Saint_Louis_Missouri.html	http://local.yahoo.com/info-29072343-crowne-plaza-st-louis-airport-bridgeton	http://goo.gl/maps/xko2a	http://www.facebook.com/pages/Crowne-Plaza-Hotel-St-Louis-Airport/108140465894647?ref=ts&fref=ts
Merged-03-oct.tsv:a357e200-c5e1-102f-9dfe-baf0e6e1e466	Lee's Discount Liquor	4427 E Sunset Road, 	Las Vegas	NV	89014	USA	(702) 451-0100	closed	closed	9:00 AM	10:00 PM	closed	closed	closed	closed	closed	closed	closed	closed	closed	closed	http://leesliquorlv.com/	http://www.yelp.com/biz/lees-discount-liquor-las-vegas-4		http://local.yahoo.com/info-20265055-lee-s-discount-liquor-henderson	http://goo.gl/maps/sIZU3	http://www.facebook.com/pages/Lees-Discount-Liquor/165958003423859?ref=ts&fref=ts
Merged-03-oct.tsv:a357f7b0-c652-102f-bfff-79a05d468bf5	Visceral Dance Center	2820 N Elston Ave. 	Chicago	IL	60618	USA	(773) 772-1771 	9:00 AM	9:00 PM	9:00 AM	11:00 PM	9:00 AM	11:00 PM	9:00 AM	11:00 PM	9:00 AM	11:00 PM	9:00 AM	10:00 PM	9:00 AM	7:30 PM	http://www.visceraldance.com/	http://www.yelp.com/biz/MIiFXkWVE-b2gGIpUYCsbQ		http://goo.gl/Q0MYq	http://maps.google.com/maps/place?cid=9676041674323910481	http://www.facebook.com/visceraldancecenter?ref=ts&fref=ts
Merged-03-oct.tsv:a35c87a0-c5ba-102f-bd35-8554ddc389e4	Cincinnati Reds	100 Joe Nuxhall Way 	Cincinnati	OH	45202	USA	(513) 765-7327															http://cincinnati.reds.mlb.com/index.jsp?c_id=cin	http://www.yelp.com/biz/cincinnati-reds-cincinnati	http://www.tripadvisor.com/Attraction_Review-g60993-d624022-Reviews-Cincinnati_Reds_Hall_of_Fame_Museum-Cincinnati_Ohio.html	http://local.yahoo.com/info-42891422-cincinnati-reds-great-american-ball-park-cincinnati	https://plus.google.com/114269773437866282463/about?hl=en	http://www.facebook.com/redsmuseum?ref=ts&fref=ts
Merged-03-oct.tsv:a36da8c0-c635-102f-8fb6-6c019bdeeb61	Restaurant Ava	108 South Goliad 	Rockwall	TX	75087	USA	(469) 698-9920	11:00 AM	10:00 PM			11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	http://restaurantava.com/	http://www.yelp.com/biz/restaurant-ava-rockwall	http://www.tripadvisor.com/Restaurant_Review-g56567-d2230499-Reviews-Restaurant_Ava-Rockwall_Texas.html	http://local.yahoo.com/info-48866805-restaurant-ava-rockwall	http://maps.google.com/maps/place?cid=15121970492076098945	http://www.facebook.com/pages/Restaurant-AVA/105997762762619
Merged-03-oct.tsv:a3848fc0-c5bf-102f-bff9-25159540435c	Coyote Crossing Resort	8593 S 13 Rd. 	Cadillac	MI	49601	USA	(231) 862-3212	12:00 PM	8:00 PM	3:00 PM	9:00 PM			3:00 PM	9:00 PM	3:00 PM	9:00 PM	12:00 PM	11:00 PM	12:00 PM	11:00 PM	http://coyotecrossingresort.com/	http://www.yelp.ca/biz/coyote-crossing-resort-cadillac	http://www.tripadvisor.com/Hotel_Review-g42036-d589384-Reviews-Coyote_Crossing_Resort-Cadillac_Michigan.html	http://local.yahoo.com/info-16478384-coyote-crossing-resort-cadillac	http://goo.gl/maps/0AAFG	http://www.facebook.com/coyotecrossingresort?ref=ts&fref=ts
Merged-03-oct.tsv:a3871810-c5d0-102f-af31-6617bd66a9c2	Ellen's Bar & Grill	190 Bovaird Drive West 	Brampton	ON	L7A 1A2	Canada	(289) 752-3166			11:30 AM	11:00 PM	11:30 AM	11:00 PM	11:30 AM	11:00 PM	11:30 AM	1:00 AM	11:30 AM	1:00 AM	11:30 AM	1:00 AM	http://www.ellensbarandgrill.com/welcome				http://goo.gl/maps/YU6TM	http://www.facebook.com/pages/Ellens-Bar-Grill/126176677402540?ref=ts&fref=ts
Merged-03-oct.tsv:a3a4a3d0-c620-102f-aff7-2478eaaa1cf3	One Star Ranch Buckhead	25 Irby Avenue Northwest 	Atlanta	GA	30305	USA	(404) 233-7644	11:30 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	http://www.onestarranch.com/	http://www.yelp.com/biz/one-star-ranch-atlanta	http://www.tripadvisor.com/ShowUserReviews-g60898-d435861-r119482188-One_Star_Ranch-Atlanta_Georgia.html	http://local.yahoo.com/info-13692410-one-star-ranch-atlanta	http://bit.ly/oirOzZ	http://www.facebook.com/pages/One-Star-Ranch/114207898610464?ref=ts&fref=ts
Merged-03-oct.tsv:a3ac1ef0-bb8d-102f-bf7f-9a3f79502637	Braddocks Restaurant	107 6th Street 	Pittsburgh	PA	15222	USA	(412) 992-2005	7:00 AM	9:00 PM	7:00 AM	9:00 PM	7:00 AM	9:00 PM	7:00 AM	9:00 PM	7:00 AM	9:00 PM	7:00 AM	10:00 PM	7:00 AM	10:00 PM	www.braddocksrestaurant.com	http://www.yelp.com/biz/braddocks-american-brasserie-pittsburgh#query:Braddocks%20Restaurant	http://www.tripadvisor.com/Restaurant_Review-g53449-d1554273-Reviews-Braddock_s_American_Brasserie-Pittsburgh_Pennsylvania.html	http://local.yahoo.com/info-77628738-braddock-s-american-brasserie-pittsburgh	http://maps.google.com/maps/place?cid=9465029111272140123	http://www.facebook.com/braddocks.american.brasserie?ref=ts&fref=ts
Merged-03-oct.tsv:a3b6ce10-afec-102f-aedf-fc2c302fe809	Chula Vista Resort	2501 River Rd. 	Wisconsin Dells	WI	53965	USA	(855) 388-4782	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	www.chulavistaresort.com	http://www.yelp.com/biz/chula-vista-resort-wisconsin-dells	http://www.tripadvisor.com/Hotel_Review-g60403-d101119-Reviews-Chula_Vista_Resort-Wisconsin_Dells_Wisconsin.html	http://local.yahoo.com/info-16798187-chula-vista-resort-wisconsin-dells	http://goo.gl/maps/NwYVm	http://www.facebook.com/ChulaVistaResort?ref=ts&fref=ts
Merged-03-oct.tsv:a3d63e80-c649-102f-9e7d-d3823ec21296	Skylark Cafe & Club	3803 Delridge Way SW 	Seattle	WA	98106	USA	(206) 935-2111	9:00 AM	11:00 PM			3:00 PM	2:00 AM	3:00 PM	2:00 AM	3:00 PM	2:00 AM	3:00 PM	2:00 AM	9:00 AM	2:00 AM	www.skylarkcafe.com	http://gr.pn/oikUIi	http://www.tripadvisor.com/Restaurant_Review-g60878-d1497363-Reviews-Skylark_Cafe_Club-Seattle_Washington.html	http://local.yahoo.com/info-30861028-skylark-cafe-club-seattle	http://goo.gl/maps/AKTJK	http://www.facebook.com/skylarkbar?ref=ts&fref=ts
Merged-03-oct.tsv:a3df3260-b104-102f-bf7f-2118ca770105	Gelateria Del Duomo	2223 N West Shore Blvd. Suite B214	Tampa	FL	33607	USA	(813) 877-7771	11:00 AM	8:00 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	9:30 PM	11:00 AM	10:00 PM	11:00 AM	10:00 PM	http://www.duomogelato.com/	http://www.yelp.com/biz/lnzvlkjKKPLatw6Y7ThcaQ	http://www.tripadvisor.com/Restaurant_Review-g34678-d793192-Reviews-Gelateria_Del_Duomo-Tampa_Florida.html	http://local.yahoo.com/info-28882647-gelateria-del-duomo-tampa	http://maps.google.com/maps/place?pq=gelateria+del+duomo&hl=en&sugexp=ppwl&cp=25&gs_id=n&xhr=t&tok=_JNEuVs0tmNMMM5PJKCQ8w&gs_upl=&bav=on.2,or.r_gc.r_pw.,cf.osb&biw=1152&bih=895&um=1&ie=UTF-8&q=gelateria+del+duomo+tampa&fb=1&gl=us&hq=gelateria+del+duomo&hn	http://www.facebook.com/pages/Gelateria-Del-Duomo/125837360832552
Merged-03-oct.tsv:a3f1b8f0-c64d-102f-bdf9-7c5caa41a075	Spanish Language Center	3139 N Lincoln Ave. Suite 200	Chicago	IL	60657	USA	(773) 665-9887															http://www.spanishlc.com/	http://gr.pn/hdPqNo		http://local.yahoo.com/info-17443525-spanishlc-lakeview-chicago	http://goo.gl/maps/nxjVy	http://www.facebook.com/SpanishLC?ref=ts&fref=ts
Merged-03-oct.tsv:a3f9a830-c64d-102f-919f-c8f9381f7a9d	Spanish Language Center	3139 N Lincoln Ave. Suite 200	Chicago	IL	60657	USA	(773) 665-9887			10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	10:00 AM	10:00 PM	http://www.spanishlc.com/	http://www.yelp.com/biz/spanish-language-center-lakeview-chicago		http://local.yahoo.com/info-17443525-spanishlc-lakeview-chicago	http://goo.gl/maps/Wjbjm	http://www.facebook.com/SpanishLC?ref=ts&fref=ts
Merged-03-oct.tsv:a3fa4080-be62-102f-b4be-76503de5e907	Li-Ning	500 West Madison Street Suite 2200	Chicago	IL	60661	USA	(866) 286-2858															http://shop.li-ning.com/				http://goo.gl/maps/dNEyp	http://www.facebook.com/liningfan?ref=ts&fref=ts
Merged-03-oct.tsv:a3faa9f0-c59a-102f-bfff-ed242b64c8c9	Alton's Kitchen	19918 N Cove Rd. 	Cornelius	NC	28031	USA	(704) 655-2727	10:00 AM	9:30 PM	11:30 AM	9:30 PM	11:30 AM	9:30 PM	11:30 AM	9:30 PM	11:30 AM	9:30 PM	11:30 AM	10:30 PM	10:00 AM	10:30 PM	http://www.altonskitchen.com/	http://gr.pn/GD2sRw	http://www.tripadvisor.com/Restaurant_Review-g49057-d2284959-Reviews-Alton_s_Kitchen_Cocktails-Cornelius_North_Carolina.html	http://local.yahoo.com/info-67722714-alton-s-kitchen-cocktails-cornelius	http://gr.pn/GD2tF3	http://www.facebook.com/altonskitchen?ref=ts&fref=ts
Merged-03-oct.tsv:a4079b60-b0d7-102f-bdf4-ce784483360c	The Brattle Theatre	40 Brattle St. 	Cambridge	MA	2138	USA	(617) 876-6837	12:30 PM	10:00 PM	4:30 PM	10:00 PM	4:30 PM	10:00 PM	4:30 PM	10:00 PM	4:30 PM	10:00 PM	4:30 PM	10:00 PM	12:30 PM	10:00 PM	http://brattlefilm.org/	http://www.yelp.com/biz/gI9538du9pBlm2kinu1iZA	http://www.tripadvisor.com/Attraction_Review-g60890-d2413811-Reviews-Brattle_Theatre-Cambridge_Massachusetts.html	http://local.yahoo.com/info-10185128-the-brattle-theater-cambridge	http://gr.pn/nd5fAq	
Merged-03-oct.tsv:a4096ca0-c5be-102f-be99-efe42c349bc8	Copper Moon	8007 Airport Hwy	Holland	OH	43528	USA	(419) 867-0683	12:00 PM	5:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	10:00 AM	6:00 PM	www.coppermstudio.com	http://www.yelp.com/biz/copper-moon-studio-holland		http://local.yahoo.com/info-37871521-copper-moon-studio-gallery-gifts-holland	http://goo.gl/maps/KeBf1	http://www.facebook.com/pages/Copper-Moon-Studio-Gallery-Gifts/154053671298768?ref=ts&fref=ts
Merged-03-oct.tsv:a4189fe0-b06a-102f-bfdf-d5195c0e07d0	Alondra Hot Wings	515 W. Main St. 	Alhambra	CA	91801	USA	(626) 576-7119	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	12:00 AM	11:00 AM	12:00 AM	http://www.alondrawings.com	http://www.yelp.com/biz/alondra-hot-wings-alhambra		http://local.yahoo.com/info-53142643-alondra-hot-wings-alhambra	http://goo.gl/maps/hK33i	http://www.facebook.com/pages/Alondra-Hot-Wing/116062058476328?ref=ts&fref=ts
Merged-03-oct.tsv:a4211740-c656-102f-b9f3-7523c32e2e48	The Fernwood Inn	1302 Gladstone Ave. 	Victoria	BC	V8R 1S1	Canada	(250) 412-2001	11:30 AM	10:00 PM	11:30 AM	10:00 PM	11:30 AM	12:00 AM	11:30 AM	12:00 AM	11:30 AM	12:00 AM	11:30 AM	12:00 AM	11:30 AM	12:00 AM	http://www.fernwoodinn.com/	http://www.yelp.com/biz/the-fernwood-inn-victoria	http://www.tripadvisor.com/Restaurant_Review-g154945-d1062261-Reviews-The_Fernwood_Inn-Victoria_Vancouver_Island_British_Columbia.html		http://goo.gl/maps/F8pDt	http://www.facebook.com/thefernwoodinn?ref=ts&fref=ts
Merged-03-oct.tsv:a4211880-b224-102f-bfef-a150b4683629	Cabbage Patch	214 South Beverly Drive 	Beverly Hills	CA	90212	USA	(310) 550-8655			11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	4:00 PM	www.cabbagepatchbh.com	http://www.yelp.com/biz/u33P26lfkEruiOIw7nUD1w		http://local.yahoo.com/info-77062034-the-cabbage-patch-beverly-hills	http://goo.gl/maps/rcG2L	http://www.facebook.com/pages/The-Cabbage-Patch/98329226840
Merged-03-oct.tsv:a429b720-c5c4-102f-b6bb-9a4f222e4d0b	Day Break Massage	1222 Kenilworth Ave. 	Charlotte	NC	28204	USA	(704) 333-7722	9:30 AM	9:00 PM	9:30 AM	9:00 PM	9:30 AM	9:00 PM	9:30 AM	9:00 PM	9:30 AM	9:00 PM	9:30 AM	9:00 PM	9:30 AM	5:00 PM	http://www.dbmassage.com/index.php	http://goo.gl/kXKxY	http://www.tripadvisor.com/Attraction_Review-g49022-d3320164-Reviews-Day_Break_Massage_Wellness-Charlotte_North_Carolina.html	http://local.yahoo.com/info-64102638-day-break-massage-wellness-charlotte	http://goo.gl/lsFI3	http://www.facebook.com/DayBreakMassage?ref=ts&fref=ts
Merged-03-oct.tsv:a42cc850-c65c-102f-9f1f-d73f844e6d1e	White Gloves Kleaning Services	2516 Westminister 	Pearland	TX	77581	USA	(281) 997-5463			8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM	8:00 AM	5:00 PM			http://www.whitegloveskleansvcs.com/	http://www.yelp.com/biz/white-gloves-kleaning-services-pearland		http://local.yahoo.com/info-78605321-white-gloves-kleaning-pearland	https://plus.google.com/113987173313327041014/about?hl=en	http://www.facebook.com/pages/White-Gloves-Kleaning-Services/173716999330164?ref=ts&fref=ts
Merged-03-oct.tsv:a4413e80-c60b-102f-bfdb-24e458e91a60	Mami Nora's Rotisserie	2401 Wake Forest Road 	Raleigh	NC	27608	USA	(919) 834-8572	11:00 AM	9:00 PM	11:00 AM	9:00 PM			11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	http://maminoras.com/	http://www.yelp.com/biz/mami-noras-rotisserie-raleigh	http://www.tripadvisor.com/ShowUserReviews-g49463-d2332076-r122052896-Mami_Nora_s-Raleigh_North_Carolina.html	http://local.yahoo.com/info-71403890-mami-noras-rotisserie-chicken-raleigh	http://maps.google.com/maps/place?cid=3269257531771104098	http://www.facebook.com/pages/Mami-Noras-Rotisserie-Chicken/160395537318265?ref=ts&fref=ts
Merged-03-oct.tsv:a4429bb0-c5d7-102f-bf45-a687446d77d1	Flair Cleaners	27011 McBean Pkwy. 	Valencia	CA	91355	USA	(661) 753-9900	9:00 AM	5:00 PM	6:30 AM	8:00 PM	6:30 AM	8:00 PM	6:30 AM	8:00 PM	6:30 AM	8:00 PM	6:30 AM	8:00 PM	7:00 AM	6:00 PM	www.flaircleaners.com	http://www.yelp.com/biz/flair-cleaners-valencia		http://local.yahoo.com/info-20671829-flair-cleaners-valencia	http://goo.gl/maps/iwtZi	http://www.facebook.com/pages/Flair-Cleaners-Valencia/163045193723462?ref=ts&fref=ts
Merged-03-oct.tsv:a45eac30-afff-102f-b3f7-a434fb0ef493	Flying Squirrel	96 N 6th St. 	Brooklyn	NY	11211	USA	(718) 218-7775	11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	8:00 PM	11:00 AM	8:00 PM	http://www.flyingsquirrelbaby.com/store/	http://www.yelp.com/biz/S8yh7AVO2KHLcidemLeD_g		http://local.yahoo.com/info-55325857-flying-squirrel-brooklyn	http://gr.pn/vpEPSA	http://www.facebook.com/pages/Flying-Squirrel/7127571037?ref=ts&fref=ts
Merged-03-oct.tsv:a4662180-af97-102f-bfcd-2dc72f0fcba8	Mirabelle	8127 Mesa Dr. 	Austin	TX	78759	USA	(512) 346-7900			11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	10:00 PM	5:30 PM	10:00 PM	http://www.mirabellerestaurant.com/	http://www.yelp.com/biz/mirabelle-austin	http://www.tripadvisor.com/Restaurant_Review-g30196-d437600-Reviews-Bistrot_Mirabelle-Austin_Texas.html	http://local.yahoo.com/info-19423200-mirabelle-austin	http://goo.gl/mFc09	http://www.facebook.com/pages/Mirabelle-Restaurant/217544544944316
Merged-03-oct.tsv:a466f971-b0d7-102f-97ff-25d2f6f40545	Vintage Villas Hotel & Event Center	4209 Eck Lane 	Austin	TX	78734	USA	(512) 266-9333	7:00 AM	12:00 AM	7:00 AM	12:00 AM	7:00 AM	12:00 AM	7:00 AM	12:00 AM	7:00 AM	12:00 AM	7:00 AM	12:00 AM	7:00 AM	12:00 AM	http://www.vintagevillas.com/	http://www.yelp.com/biz/vintage-villas-austin#query:Vintage%20Villas%20Hotel%20%26%20Event%20Center	http://www.tripadvisor.com/Hotel_Review-g30196-d108960-Reviews-Vintage_Villas-Austin_Texas.html	http://local.yahoo.com/info-19394020-vintage-villas-austin	http://goo.gl/maps/Xyj6W	http://www.facebook.com/vintagevillas?ref=ts&fref=ts
Merged-03-oct.tsv:a46eff80-c5ae-102f-bf73-b0bc71827993	branch out	2022 Magazine St. 	New Orleans	LA	70130	USA	(504) 371-5913	12:00 PM	5:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	11:00 AM	6:00 PM	http://www.branchoutshop.com/	http://gr.pn/I7uo4X		http://local.yahoo.com/info-60211163-branch-out-new-orleans	http://gr.pn/ICoAgR	http://www.facebook.com/branchoutshop?ref=ts&fref=ts
Merged-03-oct.tsv:a4741080-b021-102f-9fe9-9a0cb627a334	Bikram Yoga Downtown LA	700 West 1st St 	Los Angeles	CA	90012	USA	(213) 626-9642	8:00 AM	8:00 PM	6:00 AM	10:00 PM	6:00 AM	10:00 PM	6:00 AM	10:00 PM	6:00 AM	10:00 PM	6:00 AM	8:00 PM	8:00 AM	6:00 PM	http://www.bikramyogadowntownla.com/	http://bit.ly/vW0qSp		http://local.yahoo.com/info-34660650-bikram-s-yoga-college-of-india-los-angeles	http://goo.gl/maps/LCEIV	http://www.facebook.com/pages/Bikram-Yoga-Downtown-La/115627221800127?ref=ts&fref=ts
Merged-03-oct.tsv:a4823d50-b04d-102f-af3e-98227efe0842	Mi Famiglia Wood Oven Pizzeria	701 Main St. 	Oregon City	OR	97045	USA	(503) 594-0601	12:00 PM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	10:00 PM	12:00 PM	10:00 PM	mi-famiglia.com	http://www.yelp.com/biz/mi-famiglia-oregon-city#query:Mi%20Famiglia%20Wood%20Oven%20Pizzeria		http://local.yahoo.com/info-41662447-mi-famiglia-wood-oven-pizzarea-oregon-city	http://maps.google.com/maps/place?q=Mi+famiglia+wood+oven+pizzeria+Portland&hl=en&cid=14982068487477089489	http://www.facebook.com/pages/Mi-Famiglia-Wood-Oven-Pizzeria/89024517249?ref=ts&fref=ts
Merged-03-oct.tsv:a4828120-c5a6-102f-bfbd-02dd93ede3cf	Bavarian Grill	221 West Parker Road 	Plano	TX	75023	USA	(972) 881-0705					11:00 AM	12:00 AM	11:00 AM	12:00 AM	11:00 AM	12:00 AM	11:00 AM	1:00 AM	11:00 AM	2:00 AM	http://www.bavariangrill.com/	http://www.yelp.com/biz/bavarian-grill-plano	http://www.tripadvisor.com/Restaurant_Review-g56463-d460653-Reviews-Bavarian_Grill-Plano_Texas.html	http://local.yahoo.com/info-18615932-bavarian-grill-plano	http://maps.google.com/maps/place?cid=13435177591387915689	http://www.facebook.com/TheBavarianGrill?ref=ts&fref=ts
Merged-03-oct.tsv:a485e720-b3cc-102f-baf3-8c416c7af2ff	Renew Beauty Med Spa Dallas	8687 N Central Expy. Suite 2236	Dallas	TX	75225	USA	(214) 369-1600	12:00 PM	6:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	9:00 AM	9:00 PM	http://renewbeautymedspa.com/	http://bit.ly/IqQK0i		http://local.yahoo.com/info-51600681	http://bit.ly/mPOOVu	http://www.facebook.com/RenewBeautyMedSpaDallas?ref=ts&fref=ts
Merged-03-oct.tsv:a48ae420-c62b-102f-9f9f-fbb66a3295f4	Plimoth Plantation	137 Warren Ave. 	Plymouth	MA	2360	USA	(508) 746-1622	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	http://gr.pn/oiIsdA	http://gr.pn/oG9feY	http://www.tripadvisor.com/Attraction_Review-g41773-d196785-Reviews-Plimoth_Plantation-Plymouth_Massachusetts.html	http://local.yahoo.com/info-10228709-plimoth-plantation-plymouth	http://maps.google.com/maps/place?cid=16076824198757320335	http://www.facebook.com/PlimothPlantation1620?ref=ts&fref=ts
Merged-03-oct.tsv:a48fe2d0-c64f-102f-9fd9-cd354f87571c	Whittier Village	7038 Greenleaf Ave. 	Whittier	CA	90602	USA	(562) 907-3300	closed	closed	9:00 AM	12:00 AM	9:00 AM	12:00 AM	9:00 AM	12:00 AM	9:00 AM	12:00 AM	9:00 AM	12:00 AM	closed	closed	http://www.whittiervillagecinemas.com/	http://yelp.com/biz/starlight-whittier-village-cinemas-whittier/	http://www.tripadvisor.com/Attraction_Review-g33268-d2355584-Reviews-Starlight_Cinemas_Whittier_Village-Whittier_California.html	http://local.yahoo.com/info-20541880	http://maps.google.com/maps/place?cid=15388422020343060043	http://www.facebook.com/WhittierVillageCinemas?ref=ts&fref=ts
Merged-03-oct.tsv:a4a01740-c5d2-102f-b3fe-eacf5f9465af	Evanesque Laser Skin Care Center	4645 N Central Expy # 100 	Dallas	TX	75205	USA	(214) 575-5252			9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	12:00 PM	www.evanesque.com	http://www.yelp.com/biz/evanesque-dallas-4#query:Evanesque%20Laser%20Skin%20Care%20Center		http://local.yahoo.com/info-37945718-evanesque-laser-skin-care-center-dallas	http://g.co/maps/5vnv5	http://www.facebook.com/evanesquedallas?ref=ts&fref=ts
Merged-03-oct.tsv:a4a16a61-b0d7-102f-bfff-c21c4edc4fe1	Horizon Window Treatments	133 W 24th St 	New York	NY	10011	USA	(212) 759-4111	11:00 AM	5:00 PM	9:00 AM	7:00 PM	9:00 AM	7:00 PM	9:00 AM	7:00 PM	9:00 AM	7:00 PM	9:00 AM	5:00 PM	11:00 AM	5:00 PM	http://www.horizonyc.com/	http://www.yelp.com/biz/horizon-window-treatments-new-york		http://local.yahoo.com/info-11122733-horizon-window-treatments-new-york	http://bit.ly/oazn7J	http://www.facebook.com/pages/Horizon-Moving-inc/254753281225683?ref=ts&fref=ts
Merged-03-oct.tsv:a4bc2030-c5d1-102f-9e1b-1100291b7b80	Epione Massage and Bodywork	444 N Camden Dr	Beverly Hills	CA	90210	USA	(310) 598-2345					9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM	9:00 AM	5:00 PM			http://www.epione.com/	http://yelp.com/biz/ebh-spa-and-wellness-beverly-hills-3/		http://local.yahoo.com/info-20452191	http://maps.google.com/maps/place?cid=4210444458783197160	http://www.facebook.com/EpioneBeverlyHills?ref=ts&fref=ts
Merged-03-oct.tsv:a4ce7e00-b04c-102f-a5fb-fa392bc16d57	Aiellos	5202 N Central Ave. 	Phoenix	AZ	85012	USA	(602) 277-8700	4:00 PM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	9:00 PM	11:00 AM	10:00 PM	4:00 PM	9:00 PM	www.aiellositalianrestaurant.com	http://www.yelp.com/biz/aiellos-phoenix	http://gr.pn/nYjA7u	http://local.yahoo.com/info-45886210-alello-s-phoenix	http://gr.pn/nsNGhq	http://www.facebook.com/aiellosrestaurant
Merged-03-oct.tsv:a4d24b00-c5f7-102f-9e7b-29bb434c93e7	IMD Laser Clinic	181 Eglinton Ave. E 	Toronto	ON	M4P 1J4	Canada	(416) 480-1700	closed	closed	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	8:00 PM	10:00 AM	7:00 PM	8:30 AM	2:00 PM	http://imdlasertoronto.com/	http://www.yelp.com/biz/imd-laser-clinic-toronto		http://ca.local.yahoo.com/details?id=1002546427	http://maps.google.com/maps/place?um=1&ie=UTF-8&q=IMD+Laser+Clinic+toronto&fb=1&gl=us&hq=IMD+Laser+Clinic&hnear=0x89d4cb90d7c63ba5:0x323555502ab4c477,Toronto,+ON,+Canada&cid=2120799291534657733&ei=KOqqTriHFoTosQLb15z_Dg&sa=X&oi=local_result&ct=placepage-l	http://www.facebook.com/pages/IMD-Laser-Clinic/138247916209609?ref=ts&fref=ts
Merged-03-oct.tsv:a4d48cf0-c64f-102f-ba9e-2eae6023d24c	Starlight Cinemas	28901 S Western Ave. 	Rancho Palos Verdes	CA	90275	USA	(310) 831-1100	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	11:00 AM	11:00 PM	http://www.starlightcinemas.com/	http://www.yelp.com/biz/starlight-terrace-cinemas-6-rancho-palos-verdes		http://local.yahoo.com/info-20541880	http://goo.gl/maps/gAQtR	
Merged-03-oct.tsv:a4d63600-b0d7-102f-bcff-86fcd140a54f	Beauty Plus Aesthetics	353 Lexington Ave. Suite 1603	New York	NY	10016	USA	(212) 371-6097			11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	11:00 AM	7:00 PM	10:00 AM	6:00 PM	http://www.beautyplusaesthetics.com	http://bit.ly/r50wmQ			http://goo.gl/maps/xkxgI	http://www.facebook.com/BeautyPlusAesthetics?ref=ts&fref=ts
